trial,epoch,winRate,tieRate,lossRate,Defend,Defensive invade, Evasive invade, Hunt
3,18,0.3,0.65,0.05,3.029385034837928E-4,0.0,0.0,0.9996970614965162
3,20,0.3,0.7,0.0,0.001182033096926714,0.0,0.0,0.9988179669030733
3,22,0.15,0.775,0.075,5.899705014749262E-4,0.0,0.0,0.9994100294985251
3,24,0.15,0.8,0.05,5.600672080649678E-4,0.0,0.0,0.999439932791935
3,26,0.175,0.775,0.05,2.8669724770642203E-4,0.0,0.0,0.9997133027522935
3,28,0.175,0.75,0.075,5.704506560182544E-4,0.0,0.0,0.9994295493439818
3,30,0.225,0.775,0.0,2.853067047075606E-4,0.0,0.0,0.9997146932952924
3,32,0.2,0.8,0.0,8.408071748878924E-4,0.0,0.0,0.9991591928251121
3,34,0.225,0.675,0.1,0.0015087507543753772,0.0,0.0,0.9984912492456246
3,36,0.175,0.8,0.025,2.961208172934557E-4,0.0,0.0,0.9997038791827065
3,38,0.2,0.775,0.025,0.0,0.0,0.0,1.0
3,40,0.225,0.725,0.05,0.0,0.0,0.0,1.0
3,42,0.175,0.775,0.05,2.922267679719462E-4,0.0,0.0,0.9997077732320281
3,44,0.2,0.75,0.05,0.0,0.0,0.0,1.0
3,46,0.225,0.75,0.025,0.001442169022209403,0.0,0.0,0.9985578309777906
3,48,0.15,0.825,0.025,0.0,0.0,0.0,1.0
3,50,0.2,0.75,0.05,0.0,0.0,0.0,1.0
4,0,0.05,0.0,0.95,0.0,0.0,1.0,0.0
4,2,0.25,0.0,0.75,0.0,1.0,0.0,0.0
4,4,0.0,0.975,0.025,1.0,0.0,0.0,0.0
4,6,0.25,0.725,0.025,0.0,0.0,0.0,1.0
4,8,0.125,0.85,0.025,0.0,0.0,0.0,1.0
4,10,0.25,0.75,0.0,0.0,0.0,0.0,1.0
4,12,0.2,0.75,0.05,0.0,0.0,0.0,1.0
4,14,0.225,0.775,0.0,0.0,0.0,0.0,1.0
4,16,0.125,0.8,0.075,0.0,0.0,0.0,1.0
4,18,0.2,0.8,0.0,0.0,0.0,0.0,1.0
4,20,0.3,0.675,0.025,0.0,0.0,0.0,1.0
4,22,0.175,0.825,0.0,0.0,0.0,0.0,1.0
4,24,0.175,0.75,0.075,0.0,0.0,0.0,1.0
4,26,0.175,0.775,0.05,0.0,0.0,0.0,1.0
4,28,0.225,0.75,0.025,0.0,0.0,0.0,1.0
4,30,0.275,0.725,0.0,0.0,0.0,0.0,1.0
4,32,0.175,0.8,0.025,0.0,0.0,0.0,1.0
4,34,0.3,0.675,0.025,0.0,0.0,0.0,1.0
4,36,0.25,0.725,0.025,0.0,0.0,0.0,1.0
4,38,0.075,0.825,0.1,0.0,0.0,0.0,1.0
4,40,0.175,0.8,0.025,0.0,0.0,0.0,1.0
4,42,0.1,0.85,0.05,0.0,0.0,0.0,1.0
4,44,0.25,0.7,0.05,0.0,0.0,0.0,1.0
4,46,0.225,0.7,0.075,0.0,0.0,0.0,1.0
4,48,0.375,0.625,0.0,0.0,0.0,0.0,1.0
4,50,0.25,0.75,0.0,0.0,0.0,0.0,1.0
5,0,0.25,0.7,0.05,9.057971014492754E-4,0.0,0.0,0.9990942028985508
5,2,0.325,0.0,0.675,0.0,1.0,0.0,0.0
5,4,0.0,0.9,0.1,1.0,0.0,0.0,0.0
5,6,0.175,0.8,0.025,0.0,0.0,0.0,1.0
5,8,0.2,0.75,0.05,0.0,0.0,0.0,1.0
5,10,0.275,0.7,0.025,0.0,0.0,0.0,1.0
5,12,0.15,0.85,0.0,0.0,0.0,0.0,1.0
5,14,0.25,0.75,0.0,0.0,0.0,0.0,1.0
5,16,0.175,0.8,0.025,0.0,0.0,0.0,1.0
5,18,0.225,0.75,0.025,0.0,0.0,0.0,1.0
5,20,0.125,0.825,0.05,0.0,0.0,0.0,1.0
5,22,0.25,0.725,0.025,0.0,0.0,0.0,1.0
5,24,0.2,0.725,0.075,0.0,0.0,0.0,1.0
5,26,0.125,0.85,0.025,0.0,0.0,0.0,1.0
5,28,0.2,0.775,0.025,0.0,0.0,0.0,1.0
5,30,0.3,0.675,0.025,0.0,0.0,0.0,1.0
5,32,0.15,0.85,0.0,0.0,0.0,0.0,1.0
5,34,0.15,0.85,0.0,0.0,0.0,0.0,1.0
5,36,0.25,0.7,0.05,0.0,0.0,0.0,1.0
5,38,0.15,0.8,0.05,0.0,0.0,0.0,1.0
5,40,0.275,0.675,0.05,0.0,0.0,0.0,1.0
5,42,0.25,0.725,0.025,0.0,0.0,0.0,1.0
5,44,0.425,0.55,0.025,0.0,0.0,0.0,1.0
5,46,0.15,0.8,0.05,0.0,0.0,0.0,1.0
5,48,0.2,0.775,0.025,0.0,0.0,0.0,1.0
5,50,0.175,0.775,0.05,0.0,0.0,0.0,1.0
6,0,0.35,0.0,0.65,0.0,1.0,0.0,0.0
6,2,0.225,0.725,0.05,0.0,0.0,0.0,1.0
6,4,0.0,0.95,0.05,1.0,0.0,0.0,0.0
6,6,0.0,0.975,0.025,1.0,0.0,0.0,0.0
6,8,0.0,1.0,0.0,1.0,0.0,0.0,0.0
6,10,0.2,0.775,0.025,0.0,0.0,0.0,1.0
6,12,0.175,0.8,0.025,0.0,0.0,0.0,1.0
6,14,0.2,0.75,0.05,0.0,0.0,0.0,1.0
6,16,0.2,0.775,0.025,0.0,0.0,0.0,1.0
6,18,0.175,0.825,0.0,0.0,0.0,0.0,1.0
6,20,0.2,0.775,0.025,0.0,0.0,0.0,1.0
6,22,0.275,0.675,0.05,0.0,0.0,0.0,1.0
6,24,0.15,0.8,0.05,0.0,0.0,0.0,1.0
6,26,0.225,0.75,0.025,0.0,0.0,0.0,1.0
6,28,0.175,0.75,0.075,0.0,0.0,0.0,1.0
6,30,0.225,0.725,0.05,0.0,0.0,0.0,1.0
6,32,0.125,0.75,0.125,0.0,0.0,0.0,1.0
6,34,0.15,0.8,0.05,0.0,0.0,0.0,1.0
6,36,0.4,0.575,0.025,0.0,0.0,0.0,1.0
6,38,0.2,0.775,0.025,0.0,0.0,0.0,1.0
6,40,0.2,0.75,0.05,0.0,0.0,0.0,1.0
6,42,0.2,0.75,0.05,0.0,0.0,0.0,1.0
6,44,0.1,0.85,0.05,0.0,0.0,0.0,1.0
6,46,0.15,0.8,0.05,0.0,0.0,0.0,1.0
6,48,0.2,0.75,0.05,0.0,0.0,0.0,1.0
6,50,0.225,0.75,0.025,0.0,0.0,0.0,1.0
7,0,0.075,0.0,0.925,0.0,0.0,1.0,0.0
7,2,0.15,0.825,0.025,0.0,0.0,0.0,1.0
7,4,0.2,0.725,0.075,0.0,0.0,0.0,1.0
7,6,0.2,0.775,0.025,0.0,0.0,0.0,1.0
7,8,0.2,0.775,0.025,0.0,0.0,0.0,1.0
7,10,0.125,0.85,0.025,0.0,0.0,0.0,1.0
7,12,0.175,0.775,0.05,0.0,2.900232018561485E-4,0.0,0.9997099767981439
7,14,0.25,0.0,0.75,0.0,1.0,0.0,0.0
7,16,0.375,0.0,0.625,0.0,1.0,0.0,0.0
7,18,0.15,0.825,0.025,0.0,0.0,0.0,1.0
7,20,0.2,0.75,0.05,0.0,2.942907592701589E-4,0.0,0.9997057092407299
7,22,0.275,0.725,0.0,0.0,8.690614136732329E-4,0.0,0.9991309385863267
7,24,0.2,0.675,0.125,0.0,5.950609937518596E-4,0.0,0.9994049390062482
7,26,0.325,0.625,0.05,0.0,6.140620202640467E-4,0.0,0.999385937979736
7,28,0.275,0.725,0.0,0.0,2.973535533749628E-4,0.0,0.999702646446625
7,30,0.2,0.75,0.05,0.0,0.0011435105774728416,0.0,0.9988564894225271
7,32,0.275,0.675,0.05,0.0,5.832604257801109E-4,0.0,0.9994167395742198
7,34,0.175,0.825,0.0,0.0,5.547850208044383E-4,0.0,0.9994452149791956
7,36,0.2,0.8,0.0,0.0,8.203445447087777E-4,0.0,0.9991796554552912
7,38,0.3,0.675,0.025,0.0,6.291286568103177E-4,0.0,0.9993708713431897
7,40,0.2,0.75,0.05,0.0,5.959475566150178E-4,0.0,0.9994040524433849
7,42,0.125,0.825,0.05,0.0,2.795638803466592E-4,0.0,0.9997204361196533
7,44,0.15,0.85,0.0,0.0,0.0,0.0,1.0
7,46,0.3,0.675,0.025,0.0,2.891008962127783E-4,0.0,0.9997108991037872
7,48,0.15,0.825,0.025,0.0,5.657708628005657E-4,0.0,0.9994342291371995
7,50,0.225,0.75,0.025,0.0,2.901073397156948E-4,0.0,0.9997098926602843
8,0,0.2,0.0,0.8,0.0,1.0,0.0,0.0
8,2,0.2,0.8,0.0,0.0,0.0,0.0,1.0
8,4,0.275,0.725,0.0,0.0,0.0,0.0,1.0
8,6,0.25,0.75,0.0,0.0,0.0,0.0,1.0
8,8,0.175,0.8,0.025,0.0,0.0,0.0,1.0
8,10,0.25,0.725,0.025,0.0,0.0,0.0,1.0
8,12,0.225,0.775,0.0,0.0,0.0,0.0,1.0
8,14,0.2,0.75,0.05,0.0,0.0,0.0,1.0
8,16,0.375,0.6,0.025,0.0,0.0,0.0,1.0
8,18,0.35,0.625,0.025,0.0,0.0,0.0,1.0
8,20,0.3,0.65,0.05,0.0,0.0,0.0,1.0
8,22,0.25,0.7,0.05,0.0,0.0,0.0,1.0
8,24,0.2,0.7,0.1,0.0,0.0,0.0,1.0
8,26,0.175,0.825,0.0,0.0,0.0,0.0,1.0
8,28,0.125,0.85,0.025,0.0,0.0,0.0,1.0
8,30,0.175,0.725,0.1,0.0,0.0,0.0,1.0
8,32,0.2,0.75,0.05,0.0,0.0,0.0,1.0
8,34,0.15,0.725,0.125,0.0,0.0,0.0,1.0
8,36,0.15,0.825,0.025,0.0,0.0,0.0,1.0
