trial,epoch,winRate,tieRate
0,0,0.82,0.12
0,2,0.0,0.84
0,4,0.44,0.0
0,6,0.54,0.0
0,8,0.0,0.84
0,10,0.52,0.0
0,12,0.52,0.0
0,14,0.88,0.08
0,16,0.38,0.0
0,18,0.92,0.06
0,20,0.96,0.02
0,22,0.96,0.04
0,24,0.38,0.0
0,26,0.48,0.0
0,28,0.3,0.0
0,30,0.36,0.0
0,32,0.36,0.0
0,34,0.42,0.0
0,36,0.3,0.0
0,38,0.3,0.0
0,40,0.34,0.0
0,42,0.4,0.0
0,44,0.44,0.0
0,46,0.38,0.0
0,48,0.46,0.0
1,0,0.56,0.0
1,2,0.36,0.0
1,4,0.0,0.78
1,6,0.58,0.0
1,8,0.42,0.0
1,10,0.42,0.0
1,12,0.52,0.0
1,14,0.46,0.0
1,16,0.34,0.0
1,18,0.48,0.0
1,20,0.32,0.0
1,22,0.26,0.0
1,24,0.52,0.0
1,26,0.44,0.0
1,28,0.32,0.0
1,30,0.3,0.0
1,32,0.42,0.0
1,34,0.38,0.0
1,36,0.92,0.06
1,38,0.88,0.1
1,40,0.48,0.0
1,42,0.48,0.0
1,44,0.52,0.0
1,46,0.8,0.18
1,48,0.52,0.0
2,0,0.0,0.92
2,2,0.38,0.0
2,4,0.54,0.0
2,6,0.64,0.0
2,8,0.48,0.0
2,10,0.52,0.0
2,12,0.62,0.0
2,14,0.56,0.0
2,16,0.46,0.0
2,18,0.44,0.0
2,20,0.54,0.0
2,22,0.56,0.0
2,24,0.52,0.0
2,26,0.62,0.0
2,28,0.6,0.0
2,30,0.58,0.0
2,32,0.52,0.0
2,34,0.64,0.0
2,36,0.58,0.0
2,38,0.42,0.0
2,40,0.54,0.0
2,42,0.46,0.0
2,44,0.54,0.0
2,46,0.48,0.0
2,48,0.46,0.0
3,0,0.44,0.0
3,2,0.86,0.1
3,4,0.0,0.86
3,6,0.24,0.0
3,8,0.94,0.06
3,10,0.9,0.1
3,12,0.76,0.18
3,14,0.92,0.06
3,16,0.84,0.16
3,18,0.96,0.04
3,20,0.92,0.08
3,22,0.94,0.04
3,24,0.92,0.06
3,26,0.96,0.04
3,28,0.9,0.1
3,30,0.88,0.06
3,32,0.92,0.08
3,34,0.92,0.06
3,36,0.9,0.1
3,38,0.9,0.08
3,40,0.94,0.06
3,42,0.86,0.1
3,44,0.84,0.1
3,46,0.86,0.08
3,48,0.9,0.1
4,0,0.9,0.08
4,2,0.0,0.84
4,4,0.4,0.0
4,6,0.82,0.16
4,8,0.0,0.92
4,10,0.86,0.12
4,12,0.58,0.0
4,14,0.3,0.0
4,16,0.58,0.0
4,18,0.52,0.0
4,20,0.58,0.0
4,22,0.62,0.0
4,24,0.52,0.0
4,26,0.56,0.0
4,28,0.54,0.0
4,30,0.42,0.0
4,32,0.42,0.0
4,34,0.46,0.0
4,36,0.62,0.0
4,38,0.58,0.0
4,40,0.52,0.0
4,42,0.56,0.0
4,44,0.58,0.0
4,46,0.5,0.0
4,48,0.52,0.0
5,0,0.4,0.0
5,2,0.54,0.0
5,4,0.4,0.0
5,6,0.84,0.14
5,8,0.32,0.0
5,10,0.28,0.0
5,12,0.92,0.06
5,14,0.32,0.0
5,16,0.88,0.1
5,18,0.9,0.1
5,20,0.36,0.0
5,22,0.4,0.0
5,24,0.46,0.0
5,26,0.38,0.0
5,28,0.4,0.0
5,30,0.36,0.0
5,32,0.46,0.0
5,34,0.46,0.0
5,36,0.3,0.0
5,38,0.32,0.0
5,40,0.34,0.0
5,42,0.26,0.0
5,44,0.5,0.0
5,46,0.18,0.0
5,48,0.44,0.0
6,0,0.54,0.0
6,2,0.18,0.0
6,4,0.86,0.12
6,6,0.46,0.0
6,8,0.54,0.0
6,10,0.46,0.0
6,12,0.6,0.0
6,14,0.5,0.0
6,16,0.6,0.0
6,18,0.52,0.0
6,20,0.88,0.12
6,22,0.46,0.0
6,24,0.44,0.0
6,26,0.58,0.0
6,28,0.48,0.0
6,30,0.84,0.12
6,32,0.92,0.02
6,34,0.86,0.12
6,36,0.88,0.12
6,38,0.9,0.1
6,40,0.92,0.08
6,42,0.84,0.06
6,44,0.94,0.02
6,46,0.88,0.12
6,48,0.86,0.12
7,0,0.54,0.0
